Data,Laikas,"Uþpildymas
%","Max vëjo
greitis
m/s","Vëjo
greitis
m/s","Vëjo
kryptis
°","Vëjo
pokrypis
á hori.","U
m/s","V
m/s","W
m/s","Temp.
12 m
°C",
1/1/2010,0:00,100,4,2.09,117,-1.1,1.75,-0.93,-0.07,-1.45,
1/1/2010,0:30,100,3.38,1.65,128,-2.5,1.23,-0.93,-0.09,-1.42,
1/1/2010,1:00,100,3.31,1.66,140.2,-2.2,0.97,-1.22,-0.09,-1.46,
1/1/2010,1:30,100,4.12,2.03,147.6,-2,1.03,-1.64,-0.1,-1.61,
1/1/2010,2:00,100,3.47,1.81,150.4,-2.8,0.85,-1.5,-0.11,-1.46,
1/1/2010,2:30,100,3.23,1.86,145,-3.2,1.01,-1.46,-0.12,-1.32,
1/1/2010,3:00,100,3.12,1.67,137.1,-3,1.09,-1.18,-0.1,-1.47,
1/1/2010,3:30,100,2.37,1.22,149.7,-3,0.59,-0.98,-0.07,-1.82,
1/1/2010,4:00,100,3.18,1.12,150.8,-0.9,0.53,-0.9,-0.04,-1.96,
1/1/2010,4:30,100,3.62,1.77,132.9,-2.7,1.2,-1.17,-0.09,-2.15,
1/1/2010,5:00,100,2.71,1.54,130.9,-2.2,1.09,-0.98,-0.08,-2.06,
1/1/2010,5:30,100,2.46,1.31,109.6,-2.2,1.13,-0.44,-0.07,-2.01,
1/1/2010,6:00,100,2.02,0.97,116.3,-3.3,0.73,-0.43,-0.06,-2.18,
1/1/2010,6:30,100,4.26,1.95,101.2,-2.4,1.79,-0.38,-0.11,-2.79,
1/1/2010,7:00,100,3.56,1.86,106.8,-2.4,1.68,-0.51,-0.1,-3.07,
1/1/2010,7:30,100,4.18,2.27,108.9,-3.8,2.05,-0.71,-0.16,-3.21,
1/1/2010,8:00,100,4.61,2.44,108,-2.4,2.2,-0.74,-0.14,-3.41,
1/1/2010,8:30,100,4.37,2.28,108.6,-1.5,2.05,-0.69,-0.1,-3.35,
1/1/2010,9:00,100,4.34,2.22,98.7,-2,2.07,-0.33,-0.11,-3.39,
1/1/2010,9:30,100,5.53,2.54,105.4,-2.4,2.3,-0.66,-0.13,-3.5,
1/1/2010,10:00,100,4.62,2.27,111,-0.5,1.97,-0.74,-0.07,-3.63,
1/1/2010,10:30,100,3.98,1.94,111.8,-2.6,1.67,-0.64,-0.11,-3.65,
1/1/2010,11:00,100,4.04,1.72,110.4,-0.1,1.43,-0.53,-0.06,-3.73,
1/1/2010,11:30,100,2.89,1.23,110.2,-0.9,0.99,-0.42,-0.06,-3.78,
1/1/2010,12:00,100,3.19,1.63,105,0,1.41,-0.35,-0.03,-3.58,
1/1/2010,12:30,100,3.5,1.93,92.5,-0.4,1.8,-0.08,-0.06,-3.45,
1/1/2010,13:00,100,3.02,1.53,96.5,-1.5,1.41,-0.14,-0.07,-3.23,
1/1/2010,13:30,100,3.59,1.68,72.8,-3,1.49,0.46,-0.1,-2.95,
1/1/2010,14:00,100,4.82,2.21,74.6,-1.7,1.97,0.53,-0.11,-2.88,
1/1/2010,14:30,100,4.98,2.43,91,-0.6,2.26,-0.06,-0.1,-2.65,
1/1/2010,15:00,100,4.86,2.41,92,-0.8,2.25,-0.06,-0.09,-2.69,
1/1/2010,15:30,99,4.41,2.26,98.6,-1,2.09,-0.31,-0.09,-2.88,
1/1/2010,16:00,100,4.24,2.18,98.4,-2.5,2.02,-0.3,-0.14,-3.19,
1/1/2010,16:30,100,5.1,2.18,96,-0.3,2.01,-0.21,-0.07,-3.45,
1/1/2010,17:00,100,4.74,2.2,90.8,-0.9,2.06,-0.03,-0.07,-3.67,
1/1/2010,17:30,100,4.08,2.02,92.2,-0.1,1.9,-0.05,-0.06,-3.84,
1/1/2010,18:00,100,4.99,2.15,89.4,-1.5,2,0.02,-0.09,-3.75,
1/1/2010,18:30,100,5.2,2.29,81.2,-0.4,2.1,0.32,-0.07,-3.6,
1/1/2010,19:00,100,4.15,1.9,81.5,-0.3,1.74,0.26,-0.06,-3.75,
1/1/2010,19:30,100,4.39,2.02,81.2,-1.2,1.85,0.27,-0.08,-3.77,
1/1/2010,20:00,99,4.38,1.82,77.3,0.1,1.66,0.36,-0.04,-3.97,
1/1/2010,20:30,100,4.97,2.34,82,0.6,2.14,0.3,-0.04,-3.97,
1/1/2010,21:00,100,5.69,2.39,81.1,0.5,2.18,0.33,-0.04,-3.94,
1/1/2010,21:30,100,4.81,2.24,73.6,1.2,2.01,0.58,-0.03,-4.26,
1/1/2010,22:00,100,5.58,2.47,66.4,-1.5,2.14,0.89,-0.12,-4.54,
1/1/2010,22:30,100,4.95,2.1,68.1,0,1.8,0.74,-0.05,-4.83,
1/1/2010,23:00,100,5.16,2.42,60.3,-0.6,1.95,1.12,-0.09,-4.66,
1/1/2010,23:30,100,5.2,2.61,52.4,-0.7,1.95,1.5,-0.09,-5.09,
1/2/2010,0:00,100,6.09,2.85,51.7,-0.1,2.08,1.66,-0.07,-5.31,
1/2/2010,0:30,100,5.91,2.8,54.1,1.5,2.12,1.54,-0.03,-5.49,
1/2/2010,1:00,100,6.55,2.99,56.9,-0.3,2.32,1.52,-0.11,-5.85,
1/2/2010,1:30,100,7.73,3.08,57.7,0.8,2.41,1.53,-0.06,-6.1,
1/2/2010,2:00,100,7.74,3.29,56.7,-0.1,2.55,1.66,-0.09,-6.25,
1/2/2010,2:30,100,8.65,3.52,57.1,1.7,2.7,1.76,-0.02,-6.49,
1/2/2010,3:00,100,9.29,4.14,52.8,0.5,3.05,2.33,-0.07,-6.79,
1/2/2010,3:30,100,9.57,4.41,50.6,-0.3,3.18,2.62,-0.13,-7.18,
1/2/2010,4:00,100,8.53,4.05,54.5,0.6,3.07,2.19,-0.08,-7.24,
1/2/2010,4:30,100,8.73,3.8,47.1,-0.2,2.6,2.37,-0.11,-7.03,
1/2/2010,5:00,100,9.27,3.88,51.6,-0.4,2.86,2.23,-0.11,-6.83,
1/2/2010,5:30,100,9.1,4.05,49.8,0.4,2.85,2.43,-0.07,-6.7,
1/2/2010,6:00,99,8.34,3.96,46.7,0.7,2.68,2.53,-0.06,-6.58,
1/2/2010,6:30,100,8.73,3.79,49.4,0.7,2.66,2.3,-0.07,-6.39,
1/2/2010,7:00,100,9.61,4.08,48.7,0.1,2.88,2.52,-0.1,-6.13,
1/2/2010,7:30,100,9.12,4.05,39.3,-0.7,2.39,2.95,-0.14,-6.09,
1/2/2010,8:00,100,8.41,4.14,41.5,1.5,2.57,2.9,0,-6.11,
1/2/2010,8:30,100,9.57,4.48,46.2,0.6,3,2.91,-0.05,-6.01,
1/2/2010,9:00,100,9.25,4.3,47,0,2.96,2.73,-0.1,-5.96,
1/2/2010,9:30,100,8.44,3.7,46.5,0.4,2.51,2.36,-0.06,-5.96,
1/2/2010,10:00,100,8.32,3.83,31.6,-0.1,1.88,3.06,-0.07,-5.83,
1/2/2010,10:30,100,8.6,3.72,31.3,0.6,1.8,2.98,-0.04,-5.75,
1/2/2010,11:00,99,9.51,4.15,28.2,-1.2,1.85,3.48,-0.13,-5.65,
1/2/2010,11:30,100,9.14,4.12,24.6,0.6,1.61,3.53,-0.02,-5.71,
1/2/2010,12:00,100,8.21,4.4,23.6,-0.2,1.66,3.87,-0.08,-5.72,
1/2/2010,12:30,100,10.07,4.56,23.8,-1.6,1.76,4.01,-0.18,-5.71,
1/2/2010,13:00,100,8.08,4.25,21.5,-0.2,1.42,3.79,-0.08,-5.73,
1/2/2010,13:30,100,8.38,4.05,21.1,-1,1.37,3.61,-0.11,-5.8,
1/2/2010,14:00,100,9.07,4.64,18.4,-1,1.37,4.26,-0.12,-6.08,
1/2/2010,14:30,100,7.8,4.05,17.3,-0.5,1.15,3.74,-0.09,-6.14,
1/2/2010,15:00,99,8.35,4.62,17.3,-0.7,1.32,4.26,-0.11,-6.18,
1/2/2010,15:30,99,7.37,4.06,17,-0.4,1.08,3.75,-0.06,-6.42,
1/2/2010,16:00,99,6.38,3.42,19.6,-0.7,1.08,3.1,-0.07,-6.68,
1/2/2010,16:30,100,6.49,3.24,16.9,-0.1,0.92,3.01,-0.04,-6.96,
1/2/2010,17:00,100,5.71,2.72,18.3,0.1,0.82,2.5,-0.03,-6.84,
1/2/2010,17:30,100,6.26,3.29,14.9,-0.2,0.83,3.09,-0.04,-6.89,
1/2/2010,18:00,100,4.83,2.76,18.5,0,0.83,2.54,-0.03,-7.33,
1/2/2010,18:30,100,5.91,3.64,13.2,-0.3,0.79,3.46,-0.05,-7.8,
1/2/2010,19:00,99,6.22,3.57,19.4,-1.5,1.12,3.26,-0.1,-8.26,
1/2/2010,19:30,100,6.39,3.49,21.6,-1.1,1.26,3.13,-0.1,-8.69,
1/2/2010,20:00,100,6.38,3.4,27.9,-0.3,1.48,2.88,-0.07,-9.39,
1/2/2010,20:30,100,7.57,3.4,42.8,0.1,2.14,2.35,-0.06,-9.81,
1/2/2010,21:00,100,8.42,3.74,44.2,0.9,2.41,2.52,-0.02,-10.11,
1/2/2010,21:30,100,9.94,4.12,37.8,0.4,2.36,3.1,-0.06,-10.17,
1/2/2010,22:00,100,6.5,2.8,33.2,0,1.45,2.19,-0.04,-10.27,
1/2/2010,22:30,100,6.03,2.69,28.2,-1.3,1.17,2.27,-0.08,-10.28,
1/2/2010,23:00,100,6.7,3.38,17.1,-0.4,0.95,3.13,-0.05,-9.55,
1/2/2010,23:30,100,7.39,3.53,24.4,-0.6,1.38,3.06,-0.1,-9.13,
1/3/2010,0:00,100,6.25,3.36,19.8,-0.7,1.04,3.09,-0.07,-9.4,
1/3/2010,0:30,100,4.73,2.02,32.3,-0.8,1.01,1.65,-0.05,-10.04,
1/3/2010,1:00,100,4.86,2.75,22.8,-0.6,1.02,2.47,-0.06,-10.5,
1/3/2010,1:30,100,5.82,3.2,21.1,-0.5,1.11,2.9,-0.06,-10.73,
1/3/2010,2:00,100,5.21,2.76,25,-0.5,1.1,2.43,-0.06,-11,
1/3/2010,2:30,100,5.82,2.7,28.4,-1,1.22,2.3,-0.08,-11.18,
1/3/2010,3:00,100,4.52,2.29,31.1,-1.4,1.12,1.89,-0.08,-11.29,
1/3/2010,3:30,100,5.49,2.85,28.2,-1,1.28,2.42,-0.09,-11.33,
1/3/2010,4:00,100,4.62,2.44,37,-1.1,1.37,1.88,-0.08,-11.46,
1/3/2010,4:30,100,4.49,2.04,54,-1.1,1.44,1.19,-0.08,-11.73,
1/3/2010,5:00,100,4.07,2.12,73.2,-2.2,1.95,0.59,-0.09,-11.65,
1/3/2010,5:30,100,4.25,1.98,70.9,-0.7,1.77,0.62,-0.07,-11.1,
1/3/2010,6:00,100,3.33,1.74,79,-1.7,1.59,0.31,-0.07,-10.66,
1/3/2010,6:30,100,3.15,1.34,93.5,0,1.21,-0.03,-0.02,-10.42,
1/3/2010,7:00,100,1.25,0.44,93.6,-6.5,0.25,-0.08,-0.04,-10.27,
1/3/2010,7:30,100,1.72,0.95,100.3,-3.5,0.88,-0.17,-0.06,-10.15,
1/3/2010,8:00,100,1.94,0.99,122.1,-3.7,0.81,-0.48,-0.05,-10.05,
1/3/2010,8:30,100,3.32,1.5,104.6,-2.6,1.33,-0.43,-0.07,-10.04,
1/3/2010,9:00,100,3.09,1.84,104.4,-2.6,1.7,-0.45,-0.08,-10.47,
1/3/2010,9:30,100,3.52,2.03,123.2,-3.1,1.65,-1.09,-0.11,-10.78,
1/3/2010,10:00,100,4.39,2.32,137.5,-1.8,1.5,-1.66,-0.09,-10.99,
1/3/2010,10:30,100,4.73,2.48,144.3,-1.4,1.36,-1.94,-0.09,-10.78,
1/3/2010,11:00,100,4.53,2.32,159.6,-1,0.81,-1.99,-0.08,-10.25,
1/3/2010,11:30,100,3.92,2.11,172.8,-2.5,0.24,-2.01,-0.11,-9.59,
1/3/2010,12:00,100,2.81,1.59,180.5,-1.7,-0.03,-1.52,-0.06,-8.74,
1/3/2010,12:30,100,2.9,1.69,172.5,-4.6,0.18,-1.59,-0.14,-8.03,
1/3/2010,13:00,100,3.61,1.97,170.7,-2.2,0.3,-1.83,-0.09,-7.65,
1/3/2010,13:30,100,4.76,2.46,182.6,-2.9,-0.15,-2.36,-0.13,-7.53,
1/3/2010,14:00,100,5.14,2.92,180.8,-2,-0.06,-2.83,-0.12,-7.3,
1/3/2010,14:30,100,5.16,2.67,172.3,-1.8,0.28,-2.48,-0.11,-7.05,
1/3/2010,15:00,100,4.72,2.29,148.9,-0.5,1.09,-1.84,-0.07,-7.44,
1/3/2010,15:30,100,6.43,2.95,154.3,-0.9,1.18,-2.53,-0.11,-7.63,
1/3/2010,16:00,100,6.86,3.58,159.2,-2.2,1.18,-3.21,-0.19,-8.09,
1/3/2010,16:30,100,6.98,3.54,157,-1.2,1.29,-3.12,-0.14,-7.94,
1/3/2010,17:00,100,6.88,3.49,162.4,-2,0.98,-3.2,-0.16,-7.62,
1/3/2010,17:30,100,6.82,3.14,165.1,-2,0.71,-2.91,-0.15,-7.38,
1/3/2010,18:00,100,8.3,3.64,172.9,-2.2,0.37,-3.47,-0.19,-7.19,
1/3/2010,18:30,100,8.73,4.77,180.7,-1.2,-0.11,-4.61,-0.15,-7.11,
1/3/2010,19:00,100,9.87,5.7,181.4,-1.3,-0.17,-5.54,-0.18,-6.36,
1/3/2010,19:30,100,9.76,4.97,176.2,-1.2,0.23,-4.77,-0.2,-5.96,
1/3/2010,20:00,100,10.22,4.74,173.5,-1.5,0.44,-4.51,-0.18,-6.07,
1/3/2010,20:30,100,11.06,6.01,177.5,-2,0.18,-5.81,-0.27,-5.37,
1/3/2010,21:00,99,13.97,7.49,195.7,-1.2,-2.17,-6.89,-0.19,-4.85,
1/3/2010,21:30,100,16.55,12.4,221.5,-1,-8.17,-9.22,-0.24,-2.9,
1/3/2010,22:00,99,17.13,12.59,218.9,-0.9,-7.87,-9.7,-0.22,-2.87,
1/3/2010,22:30,100,16.89,12.92,217,-0.9,-7.75,-10.24,-0.23,-2.38,
1/3/2010,23:00,100,18.89,13.69,217.3,-0.9,-8.26,-10.82,-0.24,-2.35,
1/3/2010,23:30,100,17.36,13.42,218.9,-0.8,-8.38,-10.38,-0.21,-2.17,
1/4/2010,0:00,100,16.69,13.29,216.8,-1.1,-7.93,-10.58,-0.27,-2.31,
1/4/2010,0:30,99,16.89,13.03,215.3,-1.1,-7.5,-10.57,-0.27,-2.26,
1/4/2010,1:00,99,16.98,12.85,213.8,-1,-7.12,-10.6,-0.26,-2.07,
1/4/2010,1:30,99,39,12.74,212.8,-1,-6.84,-10.64,-0.25,-2.24,
1/4/2010,2:00,99,17.76,12.08,212.7,-1.2,-6.51,-10.05,-0.28,-2.26,
1/4/2010,2:30,100,15.66,11.53,210.5,-1.2,-5.89,-9.74,-0.25,-2.19,
1/4/2010,3:00,100,16.46,9.13,210.6,-1.7,-4.82,-7.39,-0.25,-2.12,
1/4/2010,3:30,100,14.28,10.14,230.1,-1.4,-7.54,-6.44,-0.26,-1.03,
1/4/2010,4:00,99,13.74,10.07,229.9,-1.7,-7.44,-6.4,-0.31,-1.02,
1/4/2010,4:30,100,15.54,10.6,268.9,-3.6,-10.38,-0.13,-0.7,-0.56,
1/4/2010,5:00,100,15.14,10.85,269.2,-3.8,-10.7,-0.12,-0.77,-0.58,
1/4/2010,5:30,100,14.65,10.67,262.9,-4.9,-10.44,-1.27,-0.93,-0.6,
1/4/2010,6:00,100,14.08,10.53,253.8,-4.7,-9.99,-2.87,-0.88,-0.58,
1/4/2010,6:30,100,14.02,10.65,245.8,-3.5,-9.63,-4.29,-0.66,-0.49,
1/4/2010,7:00,100,14.55,10.81,247.5,-3.7,-9.9,-4.08,-0.72,-0.64,
1/4/2010,7:30,100,15.1,11.11,244.7,-3.2,-9.96,-4.64,-0.64,-0.71,
1/4/2010,8:00,99,14.29,11.18,247.3,-3.7,-10.21,-4.24,-0.73,-0.69,
1/4/2010,8:30,100,14.86,11.64,241.5,-3,-10.17,-5.47,-0.62,-0.36,
1/4/2010,9:00,100,14.73,11.29,242.4,-2.9,-9.94,-5.15,-0.59,-0.26,
1/4/2010,9:30,100,15.64,11.85,241.8,-2.9,-10.37,-5.52,-0.62,-0.12,
1/4/2010,10:00,100,15.78,12.42,239.8,-2.9,-10.66,-6.2,-0.64,-0.06,
1/4/2010,10:30,99,15.57,12.17,241.7,-2.8,-10.64,-5.72,-0.63,-0.06,
1/4/2010,11:00,99,15.81,12.36,240,-2.8,-10.64,-6.12,-0.63,-0.27,
1/4/2010,11:30,99,15.93,12.35,238.7,-2.6,-10.47,-6.35,-0.58,-0.45,
1/4/2010,12:00,99,16.34,12.83,239.2,-2.5,-10.95,-6.5,-0.58,-0.71,
1/4/2010,12:30,99,16.5,13.07,235.5,-2.1,-10.71,-7.36,-0.51,-0.81,
1/4/2010,13:00,100,16.42,13.2,237.2,-2.2,-11.05,-7.07,-0.54,-0.78,
1/4/2010,13:30,100,16.51,12.83,234,-1.9,-10.33,-7.48,-0.45,-0.83,
1/4/2010,14:00,99,16.27,12.46,229.4,-1.7,-9.41,-8.01,-0.38,-1,
1/4/2010,14:30,100,16.14,11.68,221.6,-1,-7.69,-8.66,-0.23,-1.3,
1/4/2010,15:00,100,15.14,11.35,216.5,-1.1,-6.66,-9.02,-0.24,-1.53,
1/4/2010,15:30,99,15.32,11.62,208.2,-1.3,-5.45,-10.18,-0.27,-1.61,
1/4/2010,16:00,100,15.22,11.78,210.3,-1.2,-5.92,-10.1,-0.27,-1.89,
1/4/2010,16:30,99,16.37,12.14,207.4,-1.2,-5.56,-10.71,-0.28,-2.3,
1/4/2010,17:00,100,15.67,12.51,208.7,-1.1,-5.98,-10.9,-0.27,-2.62,
1/4/2010,17:30,100,16.93,13.08,209.8,-1.1,-6.46,-11.28,-0.27,-2.92,
1/4/2010,18:00,100,16.75,13.23,211.9,-1.2,-6.97,-11.16,-0.3,-3.08,
1/4/2010,18:30,100,17.67,13.03,210.9,-1,-6.67,-11.09,-0.25,-3.04,
1/4/2010,19:00,100,16.25,12.64,213.4,-1.1,-6.92,-10.48,-0.26,-2.87,
1/4/2010,19:30,100,16.32,12.8,214.6,-1,-7.22,-10.46,-0.24,-2.94,
1/4/2010,20:00,100,17.22,13.52,218.7,-0.9,-8.42,-10.49,-0.25,-3.19,
1/4/2010,20:30,100,15.92,11.9,206.3,-1.2,-5.28,-10.55,-0.28,-3.82,
1/4/2010,21:00,100,13.77,7.78,189.6,-1.4,-1.38,-7.51,-0.23,-5.01,
1/4/2010,21:30,100,12.02,6.78,184.3,-1.5,-0.54,-6.64,-0.24,-5.7,
1/4/2010,22:00,100,10.79,5.93,181.6,-1.8,-0.21,-5.77,-0.24,-6.04,
1/4/2010,22:30,100,9.1,4.87,171.4,-2.2,0.64,-4.65,-0.23,-6.17,
1/4/2010,23:00,100,12.98,6.93,181.4,-1.6,-0.23,-6.73,-0.26,-5.67,
1/4/2010,23:30,100,13.23,7.08,182.5,-1.8,-0.4,-6.88,-0.28,-5.65,
1/5/2010,0:00,100,12.63,6.57,178.7,-2.1,0.06,-6.38,-0.3,-5.55,
1/5/2010,0:30,100,12.17,6.76,181.9,-1.5,-0.3,-6.57,-0.26,-5.66,
1/5/2010,1:00,100,12.22,6.71,179.8,-2.1,-0.04,-6.5,-0.3,-6.01,
1/5/2010,1:30,100,10.86,6.17,177,-1.1,0.22,-5.94,-0.19,-6.3,
1/5/2010,2:00,100,13.16,7,181.2,-1.6,-0.22,-6.79,-0.26,-6.34,
1/5/2010,2:30,100,12.5,6.23,177.5,-1.3,0.18,-6.02,-0.23,-6.3,
1/5/2010,3:00,100,11.98,6.18,171.1,-1.4,0.82,-5.87,-0.24,-6.42,
1/5/2010,3:30,100,11.78,6.19,168.9,-0.5,1.08,-5.83,-0.21,-6.53,
1/5/2010,4:00,100,12.11,5.76,169.4,-2,0.96,-5.45,-0.29,-6.5,
1/5/2010,4:30,100,11.46,5.88,171.2,-1.5,0.81,-5.57,-0.24,-6.33,
1/5/2010,5:00,100,11.53,5.94,177.9,-1.6,0.12,-5.73,-0.23,-6.1,
1/5/2010,5:30,100,13.27,7.55,181.2,-1.6,-0.22,-7.34,-0.29,-6.03,
1/5/2010,6:00,100,13.69,8,185.1,-2.1,-0.78,-7.77,-0.35,-5.9,
1/5/2010,6:30,100,12.06,7.08,185.7,-1.6,-0.76,-6.88,-0.25,-5.81,
1/5/2010,7:00,100,12.75,7.15,184.5,-1.4,-0.6,-6.97,-0.23,-5.82,
1/5/2010,7:30,100,11.48,6.65,182.9,-1.2,-0.36,-6.48,-0.22,-5.88,
1/5/2010,8:00,100,11.33,6.48,183.1,-1.5,-0.38,-6.31,-0.23,-5.8,
1/5/2010,8:30,100,10.4,6.25,182.7,-1.8,-0.31,-6.1,-0.25,-5.64,
1/5/2010,9:00,100,9.99,5.7,181.7,-0.9,-0.2,-5.54,-0.15,-5.65,
1/5/2010,9:30,100,10.55,5.94,181.7,-2.2,-0.21,-5.78,-0.28,-5.58,
1/5/2010,10:00,100,11.83,7.01,184.4,-1.7,-0.59,-6.84,-0.28,-5.37,
1/5/2010,10:30,100,12.19,7.34,185,-1.7,-0.66,-7.16,-0.27,-5.08,
1/5/2010,11:00,100,13.32,8.44,187.8,-1.5,-1.15,-8.22,-0.27,-4.75,
1/5/2010,11:30,100,13.75,8.34,188.3,-1.2,-1.21,-8.11,-0.24,-4.7,
1/5/2010,12:00,100,13.48,8.5,190.3,-1.2,-1.51,-8.21,-0.23,-4.39,
1/5/2010,12:30,100,12.73,8.21,187.4,-1.7,-1.05,-8.02,-0.3,-4.51,
1/5/2010,13:00,100,12.15,7.15,185.1,-1.3,-0.65,-6.96,-0.23,-4.64,
1/5/2010,13:30,100,12.06,6.62,183.3,-1.9,-0.42,-6.44,-0.28,-4.48,
1/5/2010,14:00,100,12.09,7.39,186.3,-1,-0.82,-7.19,-0.19,-4.32,
1/5/2010,14:30,100,12.59,7.91,190.3,-1,-1.45,-7.65,-0.18,-3.92,
1/5/2010,15:00,100,12.48,7.74,187.5,-1.3,-1.01,-7.55,-0.24,-3.9,
1/5/2010,15:30,100,12.19,7.17,187.9,-1,-1.01,-6.96,-0.18,-3.89,
1/5/2010,16:00,100,10.93,6.45,183.1,-1.1,-0.43,-6.27,-0.19,-3.94,
1/5/2010,16:30,100,11.5,5.68,178.1,-2.6,0.15,-5.51,-0.3,-4.19,
1/5/2010,17:00,100,10.17,5.73,183.7,-1.2,-0.4,-5.58,-0.17,-4.31,
1/5/2010,17:30,100,8.8,4.54,180.6,-2.1,-0.06,-4.41,-0.19,-4.46,
1/5/2010,18:00,100,8,4.19,171.5,-2.1,0.56,-4,-0.19,-4.44,
1/5/2010,18:30,100,8.54,4.68,170.4,-1.9,0.7,-4.43,-0.22,-4.52,
1/5/2010,19:00,100,9.66,4.53,167.2,-1.1,0.92,-4.24,-0.17,-4.76,
1/5/2010,19:30,100,9.34,4.37,164.8,-1.2,1.06,-4.01,-0.15,-5.09,
1/5/2010,20:00,100,8.37,4.38,171,-1.5,0.65,-4.16,-0.18,-5.35,
1/5/2010,20:30,100,9.54,5.06,178.6,-1.7,0.07,-4.91,-0.21,-4.96,
1/5/2010,21:00,100,7.88,3.66,174,-0.9,0.28,-3.5,-0.11,-4.89,
1/5/2010,21:30,100,6.83,3.89,183.8,-1.4,-0.3,-3.76,-0.13,-4.78,
1/5/2010,22:00,100,5.67,3.37,181.4,-1.6,-0.1,-3.26,-0.13,-4.78,
1/5/2010,22:30,100,6.75,3.56,179.7,-1.5,-0.03,-3.44,-0.15,-4.77,
1/5/2010,23:00,100,6.26,3.44,176.9,-1.7,0.09,-3.29,-0.13,-4.86,
1/5/2010,23:30,100,7.55,3.79,176.5,-1.7,0.13,-3.64,-0.15,-5.15,
1/6/2010,0:00,100,8.52,3.91,164.4,-1.3,0.99,-3.56,-0.15,-5.66,
1/6/2010,0:30,100,9.17,4.19,164.8,-1.6,0.93,-3.82,-0.18,-6.1,
1/6/2010,1:00,100,7.68,3.46,163.6,-0.1,0.86,-3.13,-0.09,-6.05,
1/6/2010,1:30,100,6.93,3.33,147.9,-0.9,1.62,-2.66,-0.12,-6.19,
1/6/2010,2:00,100,7.5,3.54,146.8,-1.7,1.8,-2.73,-0.18,-6.46,
1/6/2010,2:30,100,7.12,3.45,145.9,-1.7,1.82,-2.66,-0.16,-6.56,
1/6/2010,3:00,100,7.63,3.41,144.8,-2.3,1.8,-2.63,-0.2,-6.65,
1/6/2010,3:30,100,7.23,3.53,132.2,-2.3,2.42,-2.22,-0.19,-6.81,
1/6/2010,4:00,100,8.04,3.46,132.9,-0.3,2.37,-2.18,-0.11,-7.17,
1/6/2010,4:30,100,8.61,3.1,142.9,-0.1,1.71,-2.29,-0.08,-7.31,
1/6/2010,5:00,100,6.65,2.82,134.9,0.4,1.74,-1.82,-0.08,-7.41,
1/6/2010,5:30,100,9.26,3.83,128.9,-2.2,2.81,-2.09,-0.24,-7.51,
1/6/2010,6:00,100,11.08,4.27,121.2,-0.7,3.36,-2.09,-0.15,-7.41,
1/6/2010,6:30,100,8.85,4.53,120,-2.5,3.67,-2.13,-0.29,-7.33,
1/6/2010,7:00,100,8.37,4.12,125.1,-0.8,3.13,-2.18,-0.17,-7.25,
1/6/2010,7:30,100,9.47,4.23,126.3,-1.1,3.16,-2.34,-0.19,-7.09,
1/6/2010,8:00,100,9.49,3.91,126,-1.2,2.88,-2.12,-0.17,-7.26,
1/6/2010,8:30,100,9.58,4.18,116.2,-1.1,3.45,-1.7,-0.16,-7.42,
1/6/2010,9:00,100,9.96,4.51,109.9,-1.5,3.94,-1.42,-0.22,-7.62,
1/6/2010,9:30,100,10.39,4.64,109,-1.1,4.08,-1.42,-0.2,-7.65,
1/6/2010,10:00,100,10.17,4.8,103.2,-0.4,4.33,-1,-0.16,-7.62,
1/6/2010,10:30,100,11.07,4.66,98.4,-0.4,4.28,-0.63,-0.16,-7.94,
1/6/2010,11:00,100,10.81,4.91,93.2,0.9,4.56,-0.24,-0.08,-8.75,
1/6/2010,11:30,100,10.64,5.28,95.5,-0.4,4.95,-0.46,-0.17,-9.28,
1/6/2010,12:00,100,10.98,5.56,94.3,0.6,5.19,-0.35,-0.11,-9.57,
1/6/2010,12:30,100,12.49,5.66,102.4,0,5.14,-1.14,-0.16,-9.72,
1/6/2010,13:00,100,13.65,6.24,103.8,-1.4,5.66,-1.39,-0.3,-10.04,
1/6/2010,13:30,100,11.41,5.51,108,0,4.86,-1.61,-0.17,-10.45,
1/6/2010,14:00,100,12.33,5.77,107.6,-0.2,5.13,-1.64,-0.18,-10.86,
1/6/2010,14:30,100,12.56,6.67,105,-1.7,6.05,-1.62,-0.33,-10.69,
1/6/2010,15:00,100,13.56,6.14,105.7,-0.6,5.53,-1.57,-0.22,-10.01,
1/6/2010,15:30,100,12.46,5.43,104.6,-0.2,4.87,-1.24,-0.17,-9.52,
1/6/2010,16:00,100,12.28,5.86,103.3,-0.8,5.34,-1.23,-0.23,-9.07,
1/6/2010,16:30,100,11.01,5.1,103.1,-0.2,4.59,-1.02,-0.16,-8.79,
1/6/2010,17:00,100,11.84,5.15,98.8,0.3,4.7,-0.74,-0.13,-8.62,
1/6/2010,17:30,100,10.4,4.04,97.1,0.6,3.66,-0.46,-0.1,-8.52,
1/6/2010,18:00,100,7.74,3.14,90.9,-0.2,2.79,-0.06,-0.09,-8.51,
1/6/2010,18:30,100,7.76,3.13,84.7,-0.9,2.79,0.22,-0.11,-8.39,
1/6/2010,19:00,100,8.13,3.2,87,-0.1,2.9,0.16,-0.14,-8.14,
1/6/2010,19:30,100,6.42,2.72,75.2,0,2.37,0.64,-0.06,-8.18,
1/6/2010,20:00,100,7.08,2.76,70,0.2,2.39,0.84,-0.05,-8.21,
